,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Azure Databricks Data Engineer,-1,"Azure DataBricks Data Engineer
Job Summary/Description :
Design, build, and scale data pipelines across a variety of source systems and streams (internal, thirdparty, as well as cloudbased), distributed / elastic environments, and downstream applications and/or selfservice solutions.
Develop solutions combining data blending, profiling, mining, and machine learning, to better define and curate models, test hypothesis, and deliver key insights.
Collaborate in establishing and evolving development, testing, and documentation standards, as well as related code reviews.
Partner with business analysts, application engineers, leveraging the appropriate tools, solutions, and/or processes as part of their data mining, profiling, blending, and analytical activities.
Collaborate in establishing and evolving development, testing, and documentation standards, as well as related code reviews.
Qualifications:
2 years of progressive data application development experience progressive data application development experience.
Experience in Source/Target: Azure SQL, Azure SQL.
Orchestration Using Databricks Jupyter Notebooks preferred.
Experience working in SQL
2+ years of experience modeling and implementing
Experience with streaming e.g. Kafka, Stream, PubSub.
Junior level Data Modeling experience.
Please forward your resume in word format to kevin@libertyjobs.com

#LI-KM1

#associate

#mid-senior

#IT

#libertyjobs",4.3,"Liberty Personnel Services
4.3","King of Prussia, PA",-1,1 to 50 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
1,Data Analyst,-1,"Data Analyst
Location: Washington, DC
Education Required: Bachelor’s degree required, preferably in math, engineering, business, or the sciences.
Skills Required:

We are seeking highly motivated individuals to support a range of critical and exciting Department of Defense (DoD) and Naval Acquisition projects. Ideal candidates will possess a Bachelor’s degree in business, engineering, or related fields and 3+ years of experience, or a Master’s degree in a related field and at least one year of experience.

Successful candidates will also possess the following qualifications:
24 semester hours of quantitative course work (mathematics, statistics, engineering, physics, chemistry, etc.)
Experience obtaining, integrating, analyzing, and reporting client data, esp. acquisition data
Ability to apply analytic techniques to define project objectives and strategic direction, resolving complex problems using an in-depth knowledge of analytic methodologies and principles
Strong researching, data gathering, and technical reviews needed to produce written deliverables to include reports, spreadsheets, databases, formal process mapping, and technical designs
Microsoft Access experience
Ability to obtain and maintain a security clearance
U.S. Citizenship required
Responsibilities:
Assess requirements, determine necessary resources to accomplish task, hypothesize solutions, develop solution, and report findings to various levels of government leadership
Develop algorithms for data analysis
Plan and conducts work requiring judgment in the evaluation, selection, and adaptation and/or modification of methodologies and tools
Consult with senior consultants or functional specialists on unusual or complex problems
Assess requirements, determine necessary resources to accomplish task, hypothesize solutions, develop solution, and report findings
Benefits:
We offer competitive salaries commensurate with education and experience. We have an excellent benefits package that includes:
Comprehensive health, dental, life, long and short term disability insurance
100% Company funded Retirement Plans
Generous vacation, holiday and sick pay plans
Tuition assistance

Benefits are provided to employees regularly working a minimum of 30 hours per week.

Tecolote Research is a private, employee-owned corporation where people are our primary resource. Our investments in technology and training give our employees the tools to ensure our clients are provided the solutions they need, and our very high employee retention rate and stable workforce is an added value to our customers. Apply now to connect with a company that invests in you.",4.3,"Tecolote Research
3.9","Washington, DC",-1,501 to 1000 Employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1
2,Applied Scientist,-1,"Company Overview

Gauss Labs, specializing in industrial artificial intelligence (AI), aims to revolutionize manufacturing through innovative AI technologies. SK hynix, the second largest memory chip maker in the world and the biggest affiliate of the South Korean conglomerate SK Group, is investing $55 million in Gauss Labs to drive SK Group’s future value creation and to transform its own operations by utilizing a vast amount of data generated at multiple sites of the manufacturing company. Founded in August 2020 and headquartered in San Jose, California, Gauss Labs has also opened a Korean office in Seoul.

For more information, please visit to the website: www.gausslabs.ai

Job title: Applied Scientist
Location: San Jose, CA, USA

Key Responsibilities:

Gauss Labs is seeking a passionate and talented Applied Scientist who will collaborate with other scientists and engineers to leverage AI, Machine Learning (ML), and optimization methods to solve diverse problems in manufacturing and other industries.

As a Gaussian Applied Scientist, you will design and run experiments, develop new algorithms, and find new ways of reducing cost and maximizing performance and reliability of manufacturing systems. Besides theoretical analysis and innovation, you will work closely with seasoned scientists, engineers, and program managers to deliver his/her algorithms and models into real products. Your work will directly impact our customers in manufacturing lines.

The ideal candidate is enthusiastic about delivering products and solutions that are robust and dominant in the market. You thrive in ambiguous environments that require to find best answers to open problems that have not been solved before. You leverage your exceptional technical expertise in fast-paced research and development, as well as your fundamental understanding of computer science, mathematics, and statistics, to create reliable, scalable, and high-performance products. Your strong communication skills enable you to work effectively with both business and technical partners. You have hands-on experience making the right decisions about technical methods. You strive for simplicity and elegance, and demonstrate significant creativity and sound judgment backed by real data. Most of all, you are willing to take calculated risks, learn by trying, and grow as a team.

Basic Qualifications
BS/MS/PhD degree in Statistics, Computer Science, Machine Learning, Industrial Engineering, Operational Research, Data Science, Electrical Engineering, Mathematics, or a related field
Practical experience applying machine learning to solve complex problems
Hands-on experience programming in Python, Matlab, R, Java, C#, C++, or other similar programming languages
Proficiency in algorithm and model development, model validation, and model implementation for large-scale applications
Experience distilling customer requirements into problem definitions, dealing with ambiguity, and competing objectives with perseverance
Strong communication and data presentation skills
Ability to develop practical solutions to complex problems
Preferred Qualifications
Extensive experience applying theoretical models in an applied environment
Strong fundamentals in problem solving, algorithm design, and complexity analysis
Up-to-date understanding of industry and technology trends in the area of research
Contribution to Gauss Labs' Intellectual Property pools through patents and/or external publications
Clear understanding of business contexts for decisions made within and across groups
Strong personal interest in learning, researching, and creating new technologies with customer impact
Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts
Proven track record in technically leading and mentoring scientists as well as engineers",4.3,"SK hynix America
3.7","San Jose, CA",-1,201 to 500 Employees,1983,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
3,Data Scientist,-1,"Why We Work at Dun & Bradstreet


We are at a transformational moment in our company journey - and we’re so excited about it. Each day, we are finding new ways to strengthen our award-winning culture, and to accelerate creativity, innovation and growth. Our purpose is to help customers improve business performance with Dun & Bradstreet’s Data Cloud and Live Business Identity, and we’re wildly passionate and committed to this purpose. So, if you’re looking to make an immediate impact at a company that welcomes bold and diverse thinking, come join us!



As a Data Scientist within Dun & Bradstreet's Analytics team, you will participate in all aspects of modeling engagement, including design, development, validation, calibration, documentation, approval, implementation, monitoring, and reporting. You will research complex business issues and recommend solutions, including model features and end products and any data required to support growing Dun & Bradstreet initiatives.

Key Responsibilities:
Develop Global Analytic Solutions inclusive but not limited to statistical models based on D&B’s established best practices, methodologies, and tools.
Research complex business issues and recommend solutions, including model features and end products
Create features and validate them against diverse set of objectives utilizing both internal and external data sources while maintaining business relationships and serving as subject matter expert.
Utilize latest data science techniques across both supervised and unsupervised machine learning methodologies, NLP in automating and scaling internal business processes and development of new capabilities for the business.
Establish and maintain strong relationships with key business stakeholders.
Engage clients and D&B colleagues to identify business needs and develop, implement, and manage solutions.
Serve as a Subject Matter Expert on predictive models within the Advanced Analytic Services team and with business users; consult with the business, as appropriate, on predictive modeling solutions.
Share academic literature and industry best practices. Identify business relevance of new methods and work with cross functional teams to create prototypes, assist in creating business case, and go to market strategy.
Drive timely retrieval of risk analytics data from external vendors, existing systems to create.
Build relationships with external data vendors and aggregators to support analytical initiatives and products, building and testing of POC algorithms that meet business needs.
Search for new alternative data based on the use cases - customer problems by business units, data quality and additional product needs.
As the ideal candidate, you are creative and inquisitive in nature, have the flexibility to learn and apply new methodologies, effectively communicate complex ideas to both a technical and non-technical audience and work both independently and collaboratively while managing multiple assignments.

Key Requirements:
Ph.D. or Masters in a quantitative / applied field (Statistics, Econometrics, Computer Science, Operations Research, Mathematics, Engineering).
3+ years of relevant experience in data science roles.
Knowledge of evolving data science concepts and best practices including big data, NLP, feature engineering, regressive and non-regressive methods, and unstructured data synthesis.
Proficiency utilizing Python, R and/ or SAS, Spark, PySpark and SQL.
Working knowledge with diverse data formats and data structures.
Experience building and maintaining relationships with clients and advising teams on the innovative methodologies, data sources, data science tools and environments.
Dun & Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.

Please note that all Dun & Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun & Bradstreet will come from an email address ending in @dnb.com.",4.3,"Dun & Bradstreet
3.3","Short Hills, NJ",-1,1001 to 5000 Employees,1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1
4,Biomedical Data Scientist,-1,"Description
Job Description:
The Life Sciences Operation of the Health Group of Leidos is seeking a Biomedical Data Scientist who will provide technical support to the Congressionally Directed Medical Research Programs (CDMRP). The CDMRP supports research projects within a broad range of medical research fields and military health. The Biomedical Data Scientist will work across several medical and/or military research programs in support of various clients at the CDMRP. This is NOT a laboratory research position. This position requires a U.S. citizen in order to obtain a U.S. Department of Defense security clearance. This position is located in Frederick, Maryland. Some local travel is required.
Responsibilities:
Perform extensive quality control procedures on client data
Populate SQL database with client data accurately and efficiently
Respond to team member requests regarding data prior to client scientific meetings
Interact with team members to ensure client expectations are met in a timely manner
Execute and update Standard Operating Procedures pertaining to data quality control
Develop and test new database features prior to release to the client
Conduct analyses of scientific research portfolio data and research outcomes and assemble data to prepare tables, graphs, and slides
Draft a variety of scientific materials including research highlights
Provide scientific notetaking support by recording critical information from scientific meetings and writing comprehensive meeting reports
Successful candidates will possess:
Exceptional attention to detail
Excellent organizational and time management skills
The ability to work effectively in a team environment
Proficiency with data analysis software (SQL, Access, Workbench)
Proficiency with Microsoft Word, Excel, and PowerPoint
Experience in both online and back-end PHP development
Strong interpersonal, written, and oral communication skills
Required Education:
A Master's degree in the biomedical or computer sciences from an accredited college or university, with 1-2 years related experience is desired.
External Referral Bonus:
Eligible
Potential for Telework:
Yes, 50%
Clearance Level Required:
Public Trust
Travel:
Yes, 10% of the time
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Life Scientist
Pay Range:

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",4.3,"Leidos
3.8","Frederick, MD",-1,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
5,SAS Data Engineer,-1,"CareJourney’s mission is to empower individuals and organizations they trust with open, clinically-relevant analytics and insights in the pursuit of the optimal healthcare journey. We are a fast-growing start-up in Arlington, VA that builds software products to serve industry-leading customers that include Pfizer, Humana, and Microsoft. Our founders and leadership developed the policy and technology in the public and private sector that shape the work we do today. We are looking for driven professionals that are excited to join a growing business where they will have a strong voice in the direction and success of the company. Our culture embraces teamwork and cross-functional collaboration for a fun and exciting environment.

Our team is looking for a talented, motivated, and high-performing SAS Data Engineer to join our team.
Key Responsibilities
Support and develop data processing pipelines in a SAS based environment.
Assist in building and maintaining SAS data models and pipeline workflows.
Build and maintain CareJourney’s data pipeline orchestration system.
Ensure the reliability and performance of computational and orchestration code.
Integrate data exports from SAS with external dbs, processes, and systems.

Requirements

3-6 years of experience working in at least two different positions in Data Engineering or related roles.
A degree in Computer Science, Data Engineering, or equivalent.
3+ years experience with SQL, Snowflake a plus.
2+ years experience with SAS.
2+ years experience with Python.
Experience with ETL/ELT, data analytics, and building data pipelines.

Preferred

Experience with data pipeline orchestration tools, Apache Airflow.
Experience working in an Agile environment.
Experience working in cloud environments, preferably AWS.
Experience with microservices and serverless technologies.
Experience with CI/CD systems and environments.",4.3,"CareJourney
3.6","Arlington, VA",-1,51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
6,Software Engineer,-1,"Are you a software developer who has experience building state-of-the-art web applications?
Are you excited by the growing field of artificial intelligence?
Do you want to work on projects that address critical challenges of national importance?
If so, we’re looking for someone like you to join our team at APL.
We are seeking a Software Engineer for the Artificial Intelligence Group in the Research & Exploratory Development Department. You will be joining an innovative, dynamic group of scientists and engineers that are conducting pioneering research in AI and applying analytics and machine learning to challenging problems in health, space, and national defense. As a member of our team, you will be building web applications to demonstrate the impact of our AI research, while also supporting the development of disease surveillance software used by public health departments across the country.
We strive to foster an environment that welcomes diversity of backgrounds and professional experience, as we develop advanced software systems in a wide variety of domains that incorporate statistical and machine learning algorithms on big data sets, and then provide visual analytics to highlight the information those algorithms uncover. Successful members of our team tend to be creative thinkers, motivated problem solvers, team players, and life-long learners, dedicated to building world class expertise to provide solutions for systems around the globe.
As a Software Engineer in the Artificial Intelligence Group;
Your primary responsibility will be to develop web applications and software services that tailor best practices and apply state-of-the-art tools and techniques.
You will develop, test, and deploy software solutions for a variety of challenging projects to include analytic applications with database and GIS capabilities.
You will elicit user needs and translate them into technical requirements and specifications. Furnish deliverables that meet sponsor needs and are consistent with APL quality standards, and conform to the constraints of scope, schedule, and budget for our sponsors.
You will document and present papers on current research and development activities at external venues.
You will communicate often and effectively with team, sponsors and JHU/APL leadership by actively participating in the APL data science, analytics and AI community.
Note: This job summary and listing of duties is for the purpose of describing the position and its essential functions at time of hire and may change over time.
You meet our minimum qualifications for the job if you:
Have a B.S. degree in computer science, computer engineering, electrical engineering or equivalent with at least one year of professional experience.
Are highly skilled in developing software with Java.
Have experience with SQL language and specific databases such as Microsoft SQL Server, MySQL, or PostgreSQL.
Have experience with JavaScript and a JavaScript framework such as Angular, ReactJS, or Ext.js
Have excellent interpersonal, organizational, and communication skills.
Have ability to obtain a Secret security clearance. If selected, you will be subject to a government security clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship.
You are above and beyond our minimum requirements if you:
Have 5 years of demonstrated experience in software development
Have experience with full-stack Java development.
Have experience developing software with languages such as C#, Python, or Groovy.
Have experience programming with common AI libraries such as scikit-learn, TensorFlow, pytorch, or OpenCV.
Have experience with a variety of web application tools and technologies such as vue.js, REST, JAX-RS, JPA, Hibernate, Spring, etc.
Have experience with NoSQL technologies such as Elasticsearch or MongoDB.
Have experience with IoT technologies and protocols.
Have experience with ETL solutions, enterprise integration patterns, message-oriented middleware, and hands-on experience integrating third-party devices/software into software systems.
Have experience with GIS technologies including ESRI's ArcView, ArcIMS, GeoTools, GeoServer and Open Layers.
Have experience developing mobile software.
Have experience developing software that integrates with sensors and/or devices.
Have experience with technical writing, including peer-reviewed scientific publications.
Special Working Conditions
Some travel to local sponsor sites and support for field testing may be required.
Why Work at APL?
The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation’s most critical defense, security, space, and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates.
At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL’s campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities atwww.jhuapl.edu/careers.
#LI-KW1",4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",-1,5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
7,Data Analyst,-1,"Data Analyst
Join a member-driven leader in a fast-paced, challenging and collaborative environment with the shared mission of supporting America’s network of rural electric cooperatives. Since its formation in 1969, National Rural Utilities Cooperative Finance Corporation, or CFC, located in Dulles, Virginia, has provided capital and industry-leading financial products to more than 900 not-for-profit, consumer-controlled utility systems across the United States. Our exceptional team delivers the “CFC Difference” that encompasses our values of service, integrity and excellence in all our interactions.
CFC has a need for a Data Analyst in the BID - Regulatory Affairs group. In this position you will have the opportunity to provide data analytic services to support regulatory, rate and operational consulting services for CFC member systems.
As a Data Analyst, you will:
Provide Regulatory Affairs team members data analytics support and services to support cost of service studies, billing analysis and in developing specialty rates to include residential demand, EV, time-of-use, interruptible, and demand side management for CFC members.
Responsible for calculating metrics used in monthly and ad-hoc reporting.
Serve as a resource in translating complex AMI electric meter data into key strategy insights and valuable actions.
Process, cleanse, and verify the integrity of large data sets used for analytics.
Perform data exploration and data mining to support business cases and guide strategic initiatives.
Discover business narratives from the data and create business intelligence dashboards, visualizations, and/or other analytics reports describing narratives and offer actionable recommendations well-supported by analytical models and data that address business needs or that resolve impediments.
Enhance data collection procedures to include information that is relevant for energy analytic systems.
Create automated analytics systems and managing its performance.

To be successful, you will need:
Bachelor’s degree in Economics, Computer Science, Data Analytics, Statistics, Mathematics or related degree is required.
3 years of data analytics experience.
Experience with electric utilities preferred.
Data-oriented with the ability to think quantitatively.
Advanced Microsoft Excel skills.
Knowledge of BI software e.g., Tableau, PowerBI, Alteryx.
Excellent data mining skills using programming languages like Python, R and SQL.
Understanding of basic statistical and predictive modeling and analysis and experiment design.
Understanding of emerging technology, including machine learning.
Ability to identify unique opportunities to collect new data and strategize new uses for data.
Strong written and verbal communication skills.
Knowledge of electric utility industry preferred.
We offer a comprehensive benefits package that includes short-term and long-term incentive opportunities; an employer-paid pension plan; 401(k); medical, dental and vision insurance; a generous leave policy; onsite gym; and more—all in a friendly, professional work environment. For additional information, please visit our website at www.nrucfc.coop.

CFC is an Equal Opportunity Employer committed to workforce diversity.",4.3,"National Rural Utilities Cooperative Finance Corporation
3.4","Dulles, VA",-1,201 to 500 Employees,1969,Company - Private,Lending,Finance,$500 million to $1 billion (USD),-1
8,Principal ML Developer,-1,"THE OPPORTUNITY:

*Open to Remote Candidates*

At VelocityEHS our goal is to deliver the most complete, the most user friendly, and the quickest and easiest-to-implement EHS, sustainability and risk management platform available. VelocityEHS is seeking an experienced Machine Learning practitioner to apply ML and other analytic techniques to solve our customers’ most difficult problems.

The VelocityEHS work environment is dynamic, innovative and entrepreneurial. We have a results-oriented culture that demands intelligence, teamwork and follow-through. If you have these qualities and can learn quickly and apply what you learn to what you do, then this is the job for you– check out the details below and apply now.

PRIMARY DUTIES AND RESPONSIBILITIES INCLUDE BUT ARENT LIMITED TO:
Build a Machine Learning practice from scratch
Study, build, and transform data science prototypes
Run a team in the design and development of machine learning systems
Research and implement appropriate ML and computational algorithms and tools to solve business problems
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical research and fine-tuning using test results
Train and retrain systems when necessary, developing appropriate feedback loops
Extend existing ML libraries and frameworks when necessary
Keep abreast of developments in the field
What Success looks like:
Consistent delivery of valuable prediction engines
Scalable calculation model developed to handle an exponentially growing collection of data sources
You juggle multiple priorities and projects meeting all deadlines
REQUIRED SKILLS/QUALIFICATIONS/WORKING CONDITIONS:

Minimum Skills& Qualifications:
15 + years work experience including the development of production ready prediction algorithms
10+ years experience in software development
Bachelor Degree in a Computer Science, Mathematics or related field, or equivalent experience. Advanced degrees are a plus
Excellent communication skills
Ability to work in a team
Outstanding logical and problem-solving skills
REQUIRED SKILLS/QUALIFICATIONS/WORKING CONDITIONS:

Preferred Skills& Qualifications:
Demonstrated experience as a Machine Learning Engineer or similar role
Knowledge of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
COMPANY DESCRIPTION:

VelocityEHS is the largest and fastest growing environmental, health, safety (EHS) and sustainability software company in the world. More than 8 million people rely on our innovative on-demand (cloud-computing technology) safety and compliance management solutions to do their jobs safely and protect the environment.

At VelocityEHS, success is an everyday occurrence. Everyone who walks through our doors has an opportunity to make an impact. Our people make the difference at VelocityEHS – that's why we're not just looking for people with the right skills, but for those with the right drive, the right passion and the right character to make our entire team better. We still operate with the same start-up mentality that has made us the leading cloud EHS company, and offer each and every employee the opportunity to grow and reach their full potential.

We’re driven by the work we do to keep others safe, but we also like to have fun while doing it. We believe in producing great results, but also in enjoying the ride. Work-Life balance means two things at VelocityEHS – having time for your life outside of work, and taking steps to bring more life into the workplace. Between all the variety of workplace events, volunteer opportunities and other group activities available, we never forget that dynamic people need and deserve a place to work.

Finally, we understand that taking care of our customers starts with taking care of our employees. Our benefits include excellent medical and dental plans, matching 401(k) saving plan, and RRSPS saving plans, generous PTO and more. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, sexual orientation, gender identity, national origin, age, status as a protected veteran, or disability. We welcome and encourage diversity in the workplace. We thank you for your interest, however, only those candidates selected for an interview will be contacted. No agencies please.",4.3,"VelocityEHS
4.0","Chicago, IL",-1,201 to 500 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
9,Client Experience Data Analyst,-1,"Payfactors is looking for a self-motivated, energetic Client Experience Data Analyst to join our fast-growing company and make an immediate impact. This individual will work with our product usage, Salesforce, & NPS data to analyze feature impact, client sentiment, and efficacy of new features & initiatives.
The successful candidate will be a highly flexible, self-starter, results-oriented, independent quick thinker. They should possess the technical skills necessary for data mining and analysis and the interpersonal skills to communicate their findings to decision markers at all levels of the organization.
Primary Responsibilities:
Own and drive various data analysis projects
Identify, monitor, & report on critical client related trend data
Acquire and compile structured and unstructured data and verifies its quality, accuracy and reasonableness.
Track feature & initiative impact beyond vanity metrics and focus on clear, business impact metrics such as revenue & retention
Perform analyses of historical data to surface trends and insights using advanced analytical methods. Validate analytical techniques employed by other analysts.
Develops, owns and manages recurring analytic or reporting processes
Understand and measure sentiment analysis
Ensure the accuracy and quality of data sets by performing thorough and complex data analysis and validation
Determine, recommend and implement appropriate technologies needed to automate manual processes (including SQL, Python, Visual Basics, R studios, Tableau, etc.) to help scale analysis
Prepare and deliver visualizations and internal presentations that translate analytic insights into tangible, actionable solutions for business partners to implement
Requirements/Skills:
2-4 years’ experience with data analysis
Proficient with Microsoft Excel, SQL, and Python
Strong technical and analytical skills
Able to develop client-ready materials with clear visualizations and narratives that can be communicated to a non-technical audience
Able to manage multiple project and timelines and complete tasks quickly
Ability to grow professionally in a highly flexible and fast-moving environment
Desire to be the best, with a positive work attitude and inquisitive nature
Bachelor’s degree in related field required
Boston area based - No sponsorship or relocation available at this time

Life at Payfactors:
Competitive salary
“Take it as you need it” Paid Time Off
Half Day Summer Fridays
13 Paid Holidays
Work from home flexibility
Free parking at both our Quincy and Burlington offices
100% Paid for Health Insurance Premiums for ""Employee Only"" coverage
100% Paid Dental Insurance
Vision Insurance
100% Paid for Life Insurance
100% Paid for Short Term Disability & Long-Term Disability coverage
401K Plan

PLEASE NOTE THIS JOB DESCRIPTION IS NOT DESIGNED TO COVER OR CONTAIN A COMPREHENSIVE LISTING OF ACTIVITIES, DUTIES OR RESPONSIBILITIES THAT ARE REQUIRED OF THE EMPLOYEE FOR THIS JOB. DUTIES, RESPONSIBILITIES AND ACTIVITIES MAY CHANGE AT ANY TIME WITH OR WITHOUT NOTICE.

We are an Equal Opportunity Employer (Race/Color/Sex/Sexual Orientation/Gender Identity/Religion/National Origin/Disability/Vets) and are committed to building a team that reflects a broad range of experience and thought. We actively encourage applications from underrepresented groups in technology and business.",4.3,"Payfactors
4.2","Burlington, MA",-1,201 to 500 Employees,2013,Company - Private,Internet,Information Technology,$25 to $50 million (USD),-1
