,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,"Scientist/Machine Learning Engineer, Applied Science",$83K - $139K (Glassdoor est.),"The Scientist/Senior Scientist/Lead Scientist - (Machine Learning Engineers) will work with the rest of the team to research, invent, and implement the next generation prediction, optimization, and analytics technology. You are a brilliant, motivated self-starter and an extremely fast learner with top notch problem solving, and analytical skills. You have a deep sense of curiosity and innate desire to dig deep into terabytes of data and love to play with the innards of complex algorithms, mathematical constructs and code.

Responsibilities
Research, design and/or implement solutions to challenging problems in real-time bidding domain, such as all kinds of optimization problems, audience understanding, etc.",3.9,"Amobee
3.9","Redwood City, CA",-1,501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
1,Data Scientist (Federal),$83K - $139K (Glassdoor est.),"C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai

C3.ai is looking for a Data Scientist (Federal) to solve challenging, novel, and large-scale enterprise problems for Federal clients. In this capacity you will represent C3.ai as a technical expert and help our team to frame problems, choose appropriate machine learning algorithms, and identify opportunities to leverage the C3.ai Suite.

Recent examples of successful engagements include predictive maintenance on oil and gas equipment and aircraft subsystems, supply chain optimization, manufacturing yield optimization, chronic disease prevention, customer spend prediction, and equipment lifetime optimization.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve results at large-scale.



C3.ai provides a competitive compensation package and excellent benefits.

C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.",3.9,"C3.ai
4.6","Washington, DC",-1,501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
2,Data Scientist,$83K - $139K (Glassdoor est.),"Job Title: Data Scientist / Chemometrician
Description:
Vaporsens, Inc., seeks a Data Scientist / Chemometrician who is multifaceted, creative, diligent in their work, and able to adapt to our dynamic environment. As part of a small multidisciplinary team, you will wear many hats, but your primary role will be to develop algorithms to interpret the signals from our array of chemical sensors.
Qualifications and Responsibilities:
Develop algorithms to convert raw sensor signals into actionable data for our customers",3.9,"Vaporsens, Inc.","Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1
3,Data Scientist,$83K - $139K (Glassdoor est.),"The Corn Modeling team at The Climate Corporation is looking for a highly motivated researcher with applied experience in data science and deep learning. The position is within the science R&D team that leverages modeling, big data, and cloud computing to address scientific challenges in precision agriculture. In this position, you will leverage data science and deep learning skills to analyze complex agronomic data and build predictive models that are used by farmers to optimize their productivity.

PhD with 1 year of experience or MS with 2 years Experience building MILP and/or MIQCP optimization models and/or deep reinforcement learning models.
Strong Python coding skills for data analysis and modeling, Experience using tools for big datasets, such as SQL and PySpark.

Data munging, data analysis, process modeling, optimization model development, reinforcement learning???????

What You Will Do:
Manipulate, transform, and perform exploratory analysis on large and diverse agronomic datasets as part of building models.
Build and validate predictive models using diverse techniques that include but are not limited to deep learning, machine learning, process modeling, and statistical modeling.
Write robust, well-documented and well-tested research code and code libraries that adhere to community standards and best practices.
Collaborate with team members and across the Science organization to deliver high-quality, reproducible research.


Basic Qualifications:
PhD with 1 year of experience or MS with 2 years of experience in Data Science, Operations Research, Machine Learning, Statistics, Applied Mathematics, or another highly quantitative discipline.
Demonstrated experience building MILP and/or MIQCP optimization models and/or deep reinforcement learning models.
Strong Python coding skills for data analysis and modeling, including experience with standard data science packages (numpy, pandas, matplotlib, seaborn).
Ability to learn new quantitative domains and modeling techniques.
Self-motivated and able to work independently as well as part of a team.
Strong communication skills for interactions with team members.


Preferred Qualifications:
Demonstrated experience building optimization, reinforcement learning, predictive machine learning, simulation, and/or statistical models.
Passion for writing well-structured, well-tested, maintainable, performant, and well-documented code, with an emphasis on scientific code.
Experience translating scientific models into code.
Applied experience with agricultural science and/or agricultural datasets.
Experience with at least one or more of the following optimization software and modeling language: CBC, CPLEX, AMPL, GAMS, or GUROBI.
Experience using tools for big datasets, such as SQL and PySpark.
Experience using version control systems, e.g. GIT.


Follow up Questions:
Why is this position open? Growth on the team, skills gap.
What is a day like in this role? What 3-5 responsibilities will occupy their time? Data munging, data analysis, process modeling, optimization model development, reinforcement learning.
Who will this person work with on a daily basis? Directly with the manager as well as other team members.
Tell me about the team dynamic/culture: We are a highly collaborative team that must work very closely with other teams in order to complete projects. Communication, openness, and transparency are key. We hold our work to a high standard so that it is reproducible and can be built upon by others.
What are the ‘must haves’ to be successful in this role? Skilled in data munging, data analysis, scientific programming in python, process modeling, operations research modeling, communication, and ability to learn.
What is the long term plan for the role? Potential for contract renewal.
What will make this opportunity stand out for potential candidates? Opportunity to work with top-notch scientists and large, global datasets to improve agricultural productivity worldwide.
Is this more maintenance or new development work? Development
What kind of soft skills are you looking for? Good communication, good interpersonal skills, agility to adapt to new standards and workflows.
Are you open to candidates relocating (on their own) or do you prefer local candidates? Open to candidates relocating.
What is the minimum number of years of experience required for this position? 1.
What is the minimum level of education needed for this position? MS.
Any certifications required for this role? No.
Is there a possibility for an extension of this assignment? Yes.
Will this position convert to a FTE Role? No plans at this time.
What is the interview process, will you schedule a phone screen, video conference or in person interviews?
Technical interviews with hiring manager and panel of expert scientists, via phone and/or video conference",3.9,"SyllogisTeks
4.3","Creve Coeur, MO",-1,Unknown,1992,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
4,Business Intelligence Architect/Data Scientist,$83K - $139K (Glassdoor est.),"Sponsorship not available.
We are seeking to fill a Data Architect/Data Scientist position that requires 15+ years of prior experience as a Data Architect/Data Scientist. The position is a consultative technical position working with large enterprise customers who will implement end-to-end data management solutions on multiple BI platforms such as Power BI, Tableau, Snowflake, Alteryx, etc. We are looking for a candidate who can interact directly with our clients to consult, solicit business rules, design, and build solutions to address the client’s business intelligence and data management challenges. The Data Architect/Data Scientist position may be required to create, modify, and maintain data entities based on customer requirements and initiatives. This position requires working well in teams, as well as independently on projects. As a customer-facing position, excellent communication (oral and written), customer expectation management, responsiveness to customer needs, being proactive in anticipating technical challenges, being meticulous, and having a consultative approach are essential to be successful in this position.",3.9,Starr and Associates,"Atlanta, GA",-1,-1,-1,-1,-1,-1,-1,-1
5,Data Scientist,$83K - $139K (Glassdoor est.),"About Cubist
Cubist Systematic Strategies is one of the world’s premier investment firms. The firm deploys systematic, computer-driven trading strategies across multiple liquid asset classes, including equities, futures and foreign exchange. The core of our effort is rigorous research into a wide range of market anomalies, fueled by our unparalleled access to a wide range of publicly available data sources.
Job Description
We are passionate about data. We collaborate to build elegant, effective, scalable and highly reliable solutions to empower predictive modelling in finance.
Cubist’s data services group is looking for a Data Scientist to join our dedicated team. Our group is responsible for the timely delivery of comprehensive and error-free data to some of the most demanding and successful systematic Portfolio Managers in the world.
This exceptional individual will be a member of a small team of Data Scientists who play a vital role in ensuring the smooth day-to-day implementation of a large research infrastructure, and the live production trading of billions of dollars of capital across global capital markets, including equities, futures, options and other financial instruments.
Job Responsibilities
Desirable Candidates",3.9,"Point72
3.8","New York, NY",-1,1001 to 5000 Employees,2014,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
6,Data Scientist,$83K - $139K (Glassdoor est.),"C3 AI (NYSE:AI) is a leading enterprise AI software provider for accelerating digital transformation. C3 AI delivers the C3 AI® Suite for developing, deploying, and operating large-scale AI, predictive analytics, and IoT applications, in addition to an increasingly broad portfolio of turnkey AI applications. The core of the C3 AI offering is a proprietary, model-driven AI architecture that dramatically enhances data science and application development. Learn more at: www.c3.ai

As a Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.

C3.ai provides a competitive compensation package and excellent benefits including:
C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.",3.9,"C3 AI
4.6","Redwood City, CA",-1,501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
7,Data Scientist,$83K - $139K (Glassdoor est.),"Data Scientist
VA Boston Healthcare System, Boston, Massachusetts
Come join us in Boston at The VA Boston Healthcare System (VABHS), New England's premier referral center for Veterans' healthcare. VABHS is the largest recipient of VA research funds in the nation and ranked #3 among 146 VA facilities nationally for overall employee satisfaction.
Our research group at VABHS has a full-time Data Scientist opening for individuals who love working with data and want to use their data science skills to help VA researchers conduct high-impact research that expands our understanding of human health and improves healthcare outcomes for Veterans. You will join a strong, collegial, diverse, and talented team of computer scientists, statisticians, and clinicians at the VA. VA Boston is a leading research center affiliated with Harvard Medical School and the BU School of Medicine, and was named among the “Top 100 Places to Work” by the Boston Globe.",3.9,"VA Boston Healthcare System
3.7","Boston, MA",-1,201 to 500 Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
8,Data Scientist,$83K - $139K (Glassdoor est.),"Job Description
We're looking for an advanced mathematician who has the ability to think in entirely new ways. This person should be excited to solve complex problems by applying the combination of a deep mathematics background with intuition and the feedback of experts in the field.
The successful mathematician at Event Dynamic will utilize strong problem-solving skills, significant programming experience, and business analytics to solve real-world dynamic pricing problems at scale. This role will be highly involved in the development of the core AI-driven pricing product and will be expected to make key business decisions on complex real-world problems. This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
Job Responsibilities",3.9,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
9,Genomic Data Scientist,$83K - $139K (Glassdoor est.),"Job Requirements:
Conduct work in accordance with company standard operating procedures (SOPs), company QA/QC policies, client-specific requirements and applicable regulatory guidelines.
Assist clients by providing analytical strategies in major therapeutic areas and diseases.
Independent project development, including but not limited to, ascertainment of client needs, recommendations on statistical methodology, and authoring Statistical Analysis Plans (SAPs).
Evaluate and incorporate latest analytical approaches (e.g. dimension reduction, machine learning, predictive analytics) addressing precision medicine questions in an industry environment.",3.9,"BioStat Solutions, LLC.","Frederick, MD",-1,-1,-1,-1,-1,-1,-1,-1
