,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Healthcare Provider Data Analyst,$42K - $74K (Glassdoor est.),"About Us:

NYSTEC is a non-profit technology consulting company, advising agencies, organizations, institutions, and businesses since 1996. Were independent and vendor-neutral so we have our clients best interests at heart. At NYSTEC, we know that we succeed when individuals and teams flourish personally and professionally, so our benefits and perks support this mindset. Are you ready to contribute to our engaged workforce and deliver the NYSTEC Experience?

About the Role:

As a Healthcare Provider Data Analyst in the Population Health - Information Exchange & Interoperability practice, you will collaborate with team members to conceptualize, deliver, and support our clients through todays ever-changing healthcare landscape. NYSTEC is considered a trusted program advisor, providing subject matter expertise, and connecting the dots for our clients. Over the last five years, NYSTEC has consulted on some of the largest Medicaid initiatives and served in various roles across a multitude of New York State healthcare technology systems.

Serving as a Healthcare ProviderData Analyst, you will be supporting healthcare technology initiatives for our clients, partners and stakeholders by providing analytical expertise to evaluate provider data across New York State.

About You:

Required Qualifications
Experience in health informatics
Experience writing ad hoc queries in SQL
Strong critical thinking, problem solving, and analytical skills
Proficiency with translating complex analytic ideas into actionable insights for varied levels of audience.
Ability to develop relationships with stakeholders and understand their needs through excellent listening and effective written and verbal communication.
Proficient with Microsoft Office Suite, with strong skills in Excel
Preferred/Desired Qualifications
Experience using SAS
Experience using provider data and/or payer data to inform decision making
Experience with data quality analysis
Masters degree in health informatics, public health, statistics, computer science, or a related discipline
Education and Experience
A minimum of a Bachelor's degree with at least 3 years of related experience is required. An equivalent combination of advanced education, training, and experience will be considered.
If youre an effective communicator who enjoys working in complex and collaborative environments, utilizing your critical thinking and research skills to develop solutions for clients, providing support to customers, and have the required education, experience and skills, we want to hear from you.

It is NYSTEC's policy to provide equal employment opportunity (EEO) to all individuals, regardless of actual or perceived race, color, creed, religion, sex or gender (including pregnancy, childbirth and related medical conditions), gender identity or gender expression (including transgender status), age, national origin, ancestry, citizenship status, physical or mental disability, protected medical condition as defined by applicable state or local law, genetic information, military service and veteran status, sexual orientation, marital status, , or any other characteristic protected by local, state, or federal law and ordinances. NYSTEC is strongly committed to this policy and believes in the concept and spirit of the law.

Applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future.",4,"NYSTEC
4.0","Albany, NY",-1,201 to 500 Employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),-1
1,Data Scientist Intern,$42K - $74K (Glassdoor est.),"More About Silicon Labs:

We are Silicon Labs. We are the leading provider of silicon, software and solutions for a smarter, more connected world.

We hire the most innovative talent in the world to solve the industry’s toughest problems, providing our customers with significant advantages in performance, energy savings, connectivity and design simplicity. Silicon Labs’ software and mixed signal engineering teams create solutions for customers in diverse markets including theInternet of Things, (IoT), internet infrastructure, TV tuners, as well as automotive and consumer radios. Our solutions arein products from the market leadersin home automation, electric vehicles, green technology, smart TVsand home voice control automation. We take pride in our products and in our people, and that’s one of the many reasons we continue to be awardedMost Respected Public Semiconductor Company by the Global Semiconductor Alliance.

As a Silicon Labs Data ScienceIntern, you will help develop insights, strategy, and data visualizations for marketing the industry’s leading products in IoT and Infrastructure and Automotive (I&A) all while being mentored and closely guided by the best operations experts who have a vested interest in your success. And don’t worry, you’ll still have plenty of opportunities to learn, network, and develop new skills through our social events, development lectures, and volunteer opportunities.

Excited? See what it’s like to be a part of the Silicon Labs Team

bit.ly/SiliconLabsInterns

bit.ly/WomenatSilabs

bit.ly/WhySilabsInternship

What You’ll Do:

Projects are specifically tailored to each intern, ensuring a meaningful contribution to both your skillset and Silicon Labs. Here are just a few of the challenges you might get to tackle:
Develop and implement databases, data collection systems, data analytics visualizations and other strategies that optimize statistical efficiency and quality.
Collaborate with our Marketing and IT business intelligence team to drive analytics, give updates to the business, and gain a deeper understanding of our development process.
Understand our tool integrations that bring data into a central location for analysis and help optimize.
Work on ad-hoc analysis of customer engagement, buyer’s journey’s, and campaigns to provide deeper insights.
Learn more about the I&A (Timing, Isolation, Power) products and IoT (Wireless, MCU,Sensors) products you’ll have exposure to.

Who You Are:

You are an innovator, builder, and tinkerer. You have a curious mind and a drive to succeed. You want to work with a global team of technology enthusiasts and design pioneers. Here’s what you need:
Completion of 2+ years of study
Enrollment in BS/MS Information Systems, Marketing, Computer Science, or Statistics
Any coursework or internship experience in the follow areas will be considered a plus:
Experience with Microsoft Power BI or Tableau
Familiarity with Mark-Ops tools, Adobe Analytics, Marketo, Salesforce
Interaction with data sources and working with data lakes
Knowledgeable use of Excel and Pivot Tables for analysis
What’s in a World-Class Internship?

Apply what you’ve learned in school to build technology that solves some of the planet’s most significant challenges. You will join a community of fellow interns and alumni who engage and empower your excellence. Take it from our previous interns:

""I enjoyed my internship because of the projects I worked on, my manager and fellow interns, and the company culture. These 3 aspects all contributed to a well-rounded internship experience, and I was excited to show up to work every morning!"" - 2018 Marketing Intern

“I learned so much about technical marketing and the skills needed to be successful. I greatly enjoyed working in a positive, relaxed, yet professional environment full of extremely smart people. I loved working on a small team and immersing myself into the team.” – 2017 Marketing Intern

Curious for more feedback? Check out our Glassdoor (bit.ly/SilabsGlassdoor)

bit.ly/SilabsURàDiscover why we attract the best and brightest!


We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",4,"Silicon Labs
4.5","Austin, TX",-1,1001 to 5000 Employees,1996,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
2,Data Scientist - 3-5 years experience in a professional role,$42K - $74K (Glassdoor est.),"Data Scientist Position Listing
January 21, 2021
Meyocks is growing thanks to the great work of our talented and dedicated team, and we’re looking for a data scientist to join us.
What You Would Do at Meyocks
As a data scientist, you would be responsible for the complete lifecycle of several large datasets related to a wide range of cutting-edge digital marketing initiatives.
You would understand client strategy and drive decisions about what data to collect. You would develop a deep understanding of the nuances and limitations of various data sources. You would find and deploy technology to collect data from a variety of sources efficiently and apply attention to detail to ensure we’re collecting it accurately and consistently. You would be an expert at UTM tags and advise the team on tagging strategy.
You would implement technologies and write code to automate integration of data from several sources and collaborate with vendors and clients to integrate data from outside systems.
You would create reports and make trends and insights visual for consumption by internal team members and clients alike. You would find and use various technologies to roll up detailed data into meaningful information, set up reporting systems to make information available on a self-service basis, and create dashboards that make trends and insights easy to see.
Desired Skills and Experience
Degree in data science, computer science or similar discipline
3 to 5 years’ experience with a similar role in a professional environment preferred
Proficiency with one or more data aggregation and analysis languages like SQL, Python, R, etc.
Ability to quickly learn new technology and apply it to achieve business objectives
Experience working with UTM codes, Google Analytics, PPC datasets and/or other marketing data preferred
Solid organizational and project management skills
Focus on accuracy and attention –to detail
Must be a self-starter: quick learner, intuitive and proactive
Prefer candidate in the Des Moines, Iowa, area but open to telecommuting options (US locations only) for highly qualified candidates
About Meyocks
Meyocks, based in West Des Moines, Iowa, is a branding and marketing agency that shapes marketplace meaning for food, agricultural, health and mentor brands. We help brands that nourish and nurture mean more.
PLEASE INCLUDE A COVER LETTER
Job Type: Full-time
Pay: $0.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Day shift
Education:
Bachelor's (Preferred)
Experience:
Professional Role as a Data Scientist: 3 years (Preferred)
UTM Codes, Google Analytics, PPc datasets: 3 years (Preferred)
Company's website:
www.meyocks.com
Company's Facebook page:
https://www.facebook.com/meyocks/
Work Remotely:
Temporarily due to COVID-19",4,Meyocks,"West Des Moines, IA",-1,-1,-1,-1,-1,-1,-1,-1
3,Data Engineer,$42K - $74K (Glassdoor est.),"This is a great direct hire opportunity for a data engineer to join a stable team at a company that truly values their employees. This company offers a solid benefits plan, competitive salary and room to grow internally.

In this role, you will get to lead on the design and implementation of our new data infrastructure.

Interested in learning more? Please send me an email to get the details!

daniel.johnson@rht.com

Python, Amazon Web Services (AWS), ETL - Extract Transform Load, Data Science

Robert Half Technology matches IT professionals with remote or on-site jobs on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities.

Our experienced staffing professionals can promote you to employers and advocate on your behalf. We provide access to top jobs, competitive compensation and benefits, and free online training. For more opportunities, get the Robert Half app and receive instant notifications when our AI matches you with jobs.

When you work with us, you’re working with the best. Robert Half has been recognized as one of FORTUNE’s “Most Admired Companies” every year since 1998 and was named to Forbes’ inaugural list of America’s Best Temporary Staffing Firms.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be authorized to work in the United States. Benefits are available to temporary professionals. Visit https://roberthalf.gobenefits.net/ for more information.

© 2020 Robert Half Technology. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ( www.roberthalf.com/terms-of-use ).",4,"Robert Half
3.6","Norwood, MA",-1,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1
4,"Analyst II, Data Science",$42K - $74K (Glassdoor est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. For many years running, we have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran’s status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.
Overview:
Liberty Mutual’s newly formed GRS Advanced Analytics Hub is seeking an experienced data scientist that can drive the development and implementation of data science solutions across various businesses. In this role, you will have opportunities to work side by side with data scientists and interacting heavily with underwriting, regional actuaries and IT to tackle challenging initiatives aimed at improving pricing sophistication or efficient growth to enable the profitable growth in medium-large commercial insurance and specialty space.
About GRS Advanced Analytics Hub:
What do we do: Extract knowledge or insights from data and deliver it in a manner which supports the underwriting decision process
How do we do it: Leverage data science and actuarial techniques plus business expertise to develop predictive models
Why do we do it: Arm our underwriters with best in-class tools to gain competitive advantage
Responsibilities:
This position requires candidates with experience in data preparation and analysis, statistical methods and tools, and extensive knowledge of insurance products. Strong in technical skills and project management. This is a ranged posting of the grade 16-17, depending on candidates’ experience and qualifications.
Utilizes advanced analytics techniques to solve business problems. May regularly utilize, update and adapt predictive modeling tools and/or focus on the application of the tools
Work extensively with key stakeholders across GRS to understand business needs, vet opportunities, and deliver analytically-based solutions and tools to drive business results
Develop & deliver presentations to communicate technical ideas and analytical finding to non-technical partners and stakeholders, including underwriters and IT technicians
Manages low to moderately complex projects, while providing technical and analytical assessments of issues facing the business.
Drive projects execution and implement a robust plan for measuring success
May lead discussions with senior leadership at the department or functional level
Be able to drive some innovation initiatives to improve modeling process, for example DSPRG Summer Intern project.
Advanced degree in a quantitative field plus a minimum 2 years of related experience required, including some exposure to modeling or advanced analytics
Knowledge of property/casualty insurance principles, especially underwriting and ratemaking concepts, is a plus.
Broad understanding of core statistical and ML techniques with prior experience analyzing data and building models in a statistical programming language (e.g., SAS, R, Python, etc.)
Ability to quickly grasp new concepts and technologies and adapt to changes and demands in fast-paced, dynamic environment, including drawing conclusions and making decision from imperfect and disparate datasets
Strong analytical, strategic, project management, decision-making and problem-solving skills.
Good written and verbal communication skills, as well as proven ability to effectively present technical concepts to non-technical individuals within and outside the organization.",4,"Liberty Mutual Insurance
3.7","Boston, MA",-1,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
5,Machine Learning Engineer,$42K - $74K (Glassdoor est.),"With the continued impact of COVID-19 and social distancing measures, Kensho is conducting all interviews and on-boarding activities remotely. At the present time, all employees are working remotely, until further notice. When the time comes to open our offices, Kensho will fully support those employees who would like to continue working remotely and not ask anyone to return to the office until they are comfortable.

At Kensho, we hire talented people and give them the freedom, support, and resources needed to build cutting edge technology and products for our parent company, S&P Global. As a result, we produce technology that is scalable, robust, and solves the challenges of one of the world’s largest, most successful financial institutions.

As a Machine Learning Engineer, you will be responsible for tackling a wide range of problems from natural language processing to timeseries prediction. You will move beyond the theoretical confines of academia and apply your tradecraft to build machine learning systems on real world data. In this role, you will constantly collaborate and work with groups of engineers. Our Machine Learning team is responsible for delivering ML-based solutions from problem framing, to prototyping, and production application.
Are you looking to make impactful, scalable contributions that transform the way we think about data? If so, we would love to help you excel here at Kensho. We take pride in our tightly-knit, team-based community that provides our Kenshins with a collaborative, supportive environment to bring transparency to the biggest challenges in data.
What You’ll Do
You will conduct original research on large proprietary and open source data sets
Identify, research, prototype, and build predictive products
You will build cutting-edge models for understanding vast amounts of textual data
Write production code
You will write tests to ensure the robustness and reliability of your productionized models
You will work closely with software engineers to build incredible systems
Technologies You’ll Use
Python and specifically NumPy, SciPy, Pandas, SciKit-learn
Neural network packages like TensorFlow/Keras and pytorch
ML packages like LightGBM and XGBoost
OpenFST
Elasticsearch
Required Skills, Knowledge & Experience
You have 3+ years of experience being a major machine learning contributor at a top company, hedge fund, or university
You have at least one core programming expertise, such as Python (NumPy, SciPy, Pandas), MATLAB, or R
You have experience with advanced machine learning methods
You possess strong statistical knowledge, intuition, and experience modeling real data
You demonstrate effective coding, documentation, and communication habits
You have a strong research acumen and experiment design skills
You have the ability and credibility to lead a team
You have a stellar ability to communicate even the most complicated methods and results to a broad, often non-technical audience
Several of the following terms should hold deep meaning for you: LSTM, lookahead bias, bagging, boosting, stacking, information retrieval, batch norm, entity recognition, bootstrapping, Glorot initialization, Kullback-Leibler divergence, GLOVE, SMAPE, HMM, MAP, exponential family, VC dimension, EM, L1, TD(Lambda)
How to Really Get Our Attention
Your GitHub/Kaggle profile shows a project or problems you’ve tackled
You have relevant research or publications
You are a specialist in deep learning in an academic setting or production-grade machine learning


At Kensho, we pride ourselves on providing top-of-market benefits, including:
- Medical, Dental, and Vision insurance
- 100% company paid premiums
- Unlimited Paid Time Off
- 20 weeks of 100% paid Parental Leave (paternity and maternity)
- 401(k) plan with 6% employer matching
- Generous company matching on donations to non-profit charities
- Up to $20,000 tuition assistance toward degree programs, plus up to $4,000/year for ongoing professional education such as industry conferences
- Plentiful snacks, drinks, and regularly catered lunches
- Dog-friendly office (CAM office)
- In-office gyms and showers (CAM, DC) or Equinox membership (LA, NYC)
- Stipend towards commuter or gym reimbursement
- Bike sharing program memberships
- Compassion leave and elder care leave
- Mentoring and additional learning opportunities
- Opportunity to expand professional network and participate in conferences and events
About Kensho
Kensho uses machine learning, artificial intelligence, natural language processing and data visualization techniques to solve some of the hardest analytical problems and create breakthrough financial intelligence solutions for our parent company, S&P Global.
Kensho was founded in 2013 by Harvard & MIT alums and was acquired by S&P Global in 2018. Kensho continues to operate as a startup in order to maintain our distinct, independent brand and to promote our breakthrough, innovative culture. Our team of Kenshins enjoy a dynamic and collaborative work environment that runs autonomously from S&P, while leveraging the unparalleled breadth and depth of data and resources available as part of S&P Global. As Kenshins, we pride ourselves on maintaining an innovative culture that depends on diversity and inclusion.
We are an equal opportunity employer that welcomes future Kenshins with all experiences and perspectives. Kensho is headquartered in Cambridge, MA, with offices in New York City, Washington D.C. and Los Angeles. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.",4,"Kensho
3.8","Cambridge, MA",-1,51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
6,"Data Engineer, Financial Services",$42K - $74K (Glassdoor est.),"About the vacancy


DataArt is a global software engineering firm. With over 20 years of experience, teams of highly-trained engineers around the world, deep industry sector knowledge, and ongoing technology research, we help clients create custom software that improves their operations and opens new markets.

DataArt is assembling a team for a client that is building a new Digital Factory setup for a bank from scratch. Our client is a financial service group for one of the biggest conglomerates in the Caribbean. The project is currently in the MVP phase.

Required Skills and Experience

Experience with data analytics, data engineering, and big-data technologies
Knowledge of Python
Experience with Airflow, and SQL and NoSQL DBs.
Experience building data warehouses/lakes and data pipelines using cloud platform tools as well as vendor ETL/ELT technologies
Knowledge of data and analytics fundamentals, data modelling, data quality, and data governance principles
Spoken English

Learn more about our policy of equal opportunities in employment",4,"DataArt
4.9",Remote,-1,1001 to 5000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
7,"Research Specialist (Data Analyst), IQI",$42K - $74K (Glassdoor est.),"Reporting to the Director, IQI, this role is responsible for the development of research and tools to: consolidate and curate knowledge that continuously informs AAAHC Standards development, survey and surveyor processes, and learning offerings; analyze and report accreditation performance results against national clinical practice guidelines and relevant, evidence-based healthcare literature; and provide easily implementable and practitioner-focused tools that increase patient and employee safety and facilitate organizational compliance with AAAHC standards. This role is integral to advancing our organizational mission and realizing our strategic theme to “measurably drive quality improvement in patient care.”
PRIMARY DUTIES & RESPONSIBILITIES
Institute Research
Structure and analyze accreditation performance results to help guide improvements in AAAHC Standards, identify learning topics, and guide client organization focus on areas requiring quality improvement. Analyze client Standards compliance and deficiencies by existing and new data stratification models that inform and help identify root causes / best practices for addressing deficiencies that can be incorporated into the annual Quality Roadmap report and other ad hoc reports requested by management.
In collaboration with IQI Director and Standards Development, identify and synthesize research literature evidence in support of existing and new standards; as warranted, recommend changes to existing standards that may improve client understanding and compliance, or better reflect current best practices.
Collaborate with Accreditation Services (AS)/Clinical and Director, IQI on the design and analysis of our CMS Discrepancy report and internal Random Survey QI program to propose solutions for systemic issues identified. Collaborate with the L&D team and AS to ensure inter-rater reliability regarding Standards interpretations, and client and surveyor understanding of Standards requirements by creating and/or curating timely and relevant evidence.
Benchmarking Study Development
Design and deliver quality improvement benchmark studies that positively influence healthcare quality and provide clients with useful benchmarks to implement within their own organization.
Design/revise study and data collection model; establish guidelines for participant data collection; program online survey forms using appropriate logic.
Clean data using pre-determined rules; analyze data and prepare reports for review by AAAHC Subject Matter Experts (SME) and IQAC.
Recommend study process improvements from participant recruitment through report dissemination.
Assist in staff liaison responsibilities to the IQAC (Awards, Publications, and Studies) and other assigned committees.
Draft agendas and materials for all meetings, maintain BoardEffect portal information including sending meeting invites, draft/post meeting minutes for committee approval.
Contribute to AAAHC Board and senior leadership reports as requested.
Other Quality Improvement Offerings
Implement annual Innovations in QI Award program to recognize exemplary studies, encourage participation in QI studies, and improve patient care.
Collaborate with Marketing to increase number and quality of submissions.
Prepare annual online application for QI study submission. Organize submissions for effective IQAC evaluation; collate and analyze IQAC ratings
Assist finalists in developing poster presentations to ensure incorporation of AAAHC Standards (“10 Components” of QI studies)
Collaborate with Learning to ensure successful integration of Innovations Award program into Achieving Accreditation conference or other venues
In collaboration with Director, IQI, support development of easily implementable, practitioner-focused tools (e.g., toolkits, white papers) that increase patient and employee safety and quality of patient care, and facilitate client compliance to AAAHC Standards.
With consideration for annual Quality Roadmap findings and Benchmarking study results, assess client needs for quality improvement tools.
Develop content for QI educational modules for Achieving Accreditation, eLearning modules, and webinars
Develop tools (e.g., QI compendium, toolkits, white papers) and obtain feedback from organizations on effectiveness
Conducts evidence-based research to: a) support healthcare accreditation standards and identify emerging issues, b) assist in the development of patient safety toolkits, and c)assist in the design of benchmarking surveys and reports. (40%) Conducts data analysis on accreditation and benchmarking survey results and draft reports (30%). Assists in staffing a volunteer committee - drafting agenda, preparing materials, and drafting minutes. (15%). Develops presentations for educational offerings on quality improvement (15%).
QUALIFICATIONS
Bachelor’s degree in related field (e.g., Business Administration, Data Analytics, Education, Healthcare Administration, Public Policy) or equivalent work experience
Minimum of 5 years related experience (healthcare research, education, policy, quality improvement)
Analytic thinker with demonstrated skills in data cleaning and analyses, and research literature review and synthesis
Demonstrated project management experience and skills
Strong analytical skills and experience manipulating large, complex datasets; proven technical acumen in planning, problem-solving and consensus building
Advanced reasoning, analysis, critical thinking, and language abilities (reading, technical writing, and speaking), with strong communication, technical writing and editing
Proficiency with MS Office products (Word, Excel, PowerPoint, Access); online survey tools (e.g., Qualtrics, Verint); and data visualization tools (e.g., PowerBI, Tableau) for querying and reporting
Equal Employer Opportunity
Job Type: Full-time
Pay: $55,000.00 - $59,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Work authorization:
United States (Required)
Application Question:
Will you now or in the future require sponsorship for employment visa status (e.g., H-1B Visa)?
Work Location:
One location
Company's website:
aaahc.org
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",4,"Accreditation Association for Ambulatory Health Care
2.3","Skokie, IL",-1,51 to 200 Employees,1979,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
8,Big Data Consultant,$42K - $74K (Glassdoor est.),"A little about us...
L&T Infotech is one of the largest global technology consulting and digital solutions companies -holding an annual revenue of $1.4 bn. We were founded 20 years ago as the information technology arm of the Larsen & Toubro group. We are currently partnered with more than 350 clients (66 of which are Fortune 500 companies). We operate in 28 countries - employing over 28,000 employees worldwide!
· We lead in providing the best experiences for our clients and their customers.
· We provide our employees with a learning environment that promotes growth and creativity.
To learn more please visit us at www.lntinfotech.com Follow us on Twitter @LTI_Global.
Job Description :
Overall (3-5 yrs for junior, 5-8 yes mid level and 10+ yrs for senior) experience in IT industry
Must 3+ years of experience in Big Data and Cloud tools/technologies.
Deep knowledge and hands-on experience in Apache Hadoop, HDFS, Yarn, Sqoop, Hive, Apache Spark Core, Spark SQL, and Spark Streaming.
Deep knowledge and hands-on experience in Java and Scala programming language.
Experienced in developing solutions using BigData and Cloud stacks preferably in Banking and Finance domain.
Experience designing and developing Spark-based solution for data cleansing, data quality, transformation, and enrichments.
Expertise in Streaming & Real-time data processing using Spark and Kafka.
Knowledge and Expertise in cloud data warehouses like Redshift and Snowflake is a plus.
Strong capability to drive the project and keeps communication clear between both parties.
Own technical assessment, drive and manage IT implementation plan, governance and progress reporting,
Expertise in agile project management practices.
How will you grow?
Role-based Training programs
Continuing Education Programs (CEP) to enhance your knowledge, skills, and attitude as a professional
We encourage you to acquire various beneficial international certifications, with costs s reimbursed
Our the role-based workshop helps us groom future leaders for LTI
What's in it for you?
Excellent benefits plan: medical, dental, vision, life, FSA, & PTO
Rollover vacation days
Commuter benefits
Excellent growth and advancement opportunities
Certification reimbursement
Rewards and recognition programs
Innovative and collaborative company culture
We are an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability status, protected veteran status, or any other characteristic protected by law.
lntinfotech_4
Job Type: Full-time
Work Remotely:
Temporarily due to COVID-19",4,"L&T Infotech
3.6","Tampa, FL",-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
9,Data Analyst,$42K - $74K (Glassdoor est.),"Please do not apply through Indeed.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for an Analyst seeking to work with our clients to shape business and data strategy. You are highly analytical and excited about applying a quantitative framework to business problems through performing complex analysis, data mining, predictive modeling, business forecasting, applied statistics, and more. You are comfortable with presenting your approach to Product Manager, Engineers, Marketing, Sales, Finance and working with them to execute a data-driven business process. At Raybeam, we pride ourselves on our pragmatic, engineering approach to making data work for the business.
The ideal candidate will possess:
Build scalable data-driven processes to achieve business outcomes
A vision for ingraining analytics into an organization’s decision making process
Experience in design-and-build innovative data solutions, from discovery to delivery for clients and external stakeholders
Ability to manage a data ecosystem including ETL, data governance, reporting and insights
Ability to take a project from RFP/SOW/BRD to delivery: project management, requirements gathering, data architecture, workflow management, quality assurance, reporting and visualization, presentation
Requirements:
4+ years of applied analytics in sales, finance, marketing, product, engineering; track record of success
4+ years of discovery and assessment of a client’s data portfolio, data tools, and data applications
2+ years of data management and consulting experience
Familiarity with cloud platforms such as AWS, GCP, Azure to use/deploy analytics solutions
Strong working knowledge of SQL. NoSQL is a plus
Proficient in at least one or other language for applied to statistics, data analysis, and machine learning - Python, R, Matlab, SPSS
Strong written communication and presentation
Who are we?
Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.
What do we do?
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
If you are interested in applying for the position please click on the link below to take a short quiz.
http://careerseval.raybeam.com/sign_in
Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Referral program
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.
Education:
Bachelor's (Preferred)
Experience:
SQL: 2 years (Preferred)
Analytics: 2 years (Preferred)
Company's website:
www.raybeam.com
Company's Facebook page:
https://www.facebook.com/RaybeamInc/
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process",4,"Raybeam, Inc.
4.8","Newburyport, MA",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
